Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Special,Speed,HP_scale,Attack_scale,Defense_scale,Special_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xST_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xST_GAR_scale,Pens_GAR_scale
Jesper Fast,Starmie,66.9,121,60,75,85,100,115,0.476821192,0.546357616,0.768211921,0.844370861,0.956953642,14.73125,4.1,2.6,1.1,1.5,0.427218935,0.753846154,0.830177515,0.737278107,0.84556213
Jesper Froden,Goldeen,65.1,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,10,-0.2,0.1,0,-0.1,0.067455621,0.346745562,0.463313609,0.428994083,0.340828402
Jesperi Kotkaniemi,Marowak,83.7,105,60,80,110,50,45,0.476821192,0.602649007,0.933774834,0.294701987,0.225165563,14.73658537,1.8,4.8,-0.4,-1,0.428402367,0.601775148,0.950295858,0.238461538,0.088757396
Jesse Puljujarvi,Cubone,71.2,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,12.232,-4,3.5,-1.6,-1,0.229585799,0.033136095,0.892899408,0.078106509,0.088757396
Jesse Ylonen,Charmeleon,66.2,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,13.44594595,0.8,0.9,0.2,0.6,0.317159763,0.505325444,0.60887574,0.573964497,0.638461538
Jimmy Vesey,Seadra,75.6,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,13.61111111,2.2,2.9,1.6,0.9,0.331360947,0.630177515,0.853254438,0.808284024,0.732544379
Jj Peterka,Growlithe,73,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,13.64675325,2.1,-3.7,-0.8,-0.1,0.336094675,0.622485207,0.084023669,0.159171598,0.340828402
Joe Pavelski,Zapdos,77.1,145,90,90,85,125,100,0.864238411,0.754966887,0.768211921,0.970198675,0.880794702,17.72317073,4,2.3,6.3,4.3,0.700591716,0.74852071,0.800591716,0.973964497,0.992307692
Joe Snively,Goldeen,73.4,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,12.6,1.4,0.5,0,0.4,0.253254438,0.568047337,0.535502959,0.428994083,0.556213018
Joe Veleno,Wartortle,73.8,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,12.77654321,-0.2,1.5,0.2,-0.3,0.266272189,0.346745562,0.718343195,0.573964497,0.253254438
Joel Armia,Venonat,72.1,48,60,55,50,40,45,0.476821192,0.28807947,0.264900662,0.165562914,0.225165563,14.94651163,0,-1.9,-2.1,-1.1,0.441420118,0.390532544,0.175739645,0.053846154,0.072781065
Joel Edmundson,Beedrill,52.8,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,19.56557377,0.1,-2.3,-3,0.3,0.830769231,0.408284024,0.15147929,0.025443787,0.520710059
Joel Eriksson Ek,Tangela,56.7,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,19.0025641,-2.3,1.8,4.3,0,0.784615385,0.113017751,0.750295858,0.943786982,0.392307692
Joel Farabee,Beedrill,57.3,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,17.01097561,6.4,-4.9,-2.1,0.9,0.631952663,0.84556213,0.056213018,0.053846154,0.732544379
Joel Hanley,Koffing,56.8,109,40,65,95,60,35,0.178807947,0.430463576,0.844370861,0.42384106,0.105960265,11.63461538,-2.3,3.3,0,-0.4,0.173964497,0.113017751,0.879289941,0.428994083,0.219526627
Joel Kiviranta,Oddish,68.9,43,45,50,55,75,30,0.254966887,0.231788079,0.341059603,0.609271523,0.062913907,12.15428571,-1.3,0.5,1.3,-1.1,0.218934911,0.191715976,0.535502959,0.767455621,0.072781065
Joey Anderson,Raticate,52,20,55,81,60,50,97,0.387417219,0.642384106,0.430463576,0.294701987,0.847682119,11.69736842,3,1.4,0,1.7,0.178698225,0.692307692,0.701183432,0.428994083,0.873964497
John Carlson,Aerodactyl,42.7,142,80,105,65,60,130,0.778145695,0.88410596,0.503311258,0.42384106,0.986754967,23.39,5.1,-1.6,-0.1,1,0.968047337,0.795857988,0.201775148,0.36035503,0.761538462
John Hayden,Goldeen,64.6,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,7.914285714,0.8,-0.3,0,0.2,0.013017751,0.505325444,0.378106509,0.428994083,0.480473373
John Klingberg,Weepinbell,36.7,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,20.62686567,6.1,-9.4,1.1,0.5,0.894674556,0.834319527,0.003550296,0.737278107,0.595266272
John Leonard,Bulbasaur,76.1,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,11.53333333,-0.7,-0.3,0,-0.2,0.163313609,0.275739645,0.378106509,0.428994083,0.293491124
John Marino,Tangela,17.1,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,21.071875,-3.1,7.4,0.6,1.6,0.907692308,0.065680473,0.983431953,0.671597633,0.859171598
John Tavares,Vileplume,51.9,45,75,80,85,100,50,0.718543046,0.602649007,0.768211921,0.844370861,0.284768212,17.65625,1.4,0.4,5.7,-1.4,0.694674556,0.568047337,0.513017751,0.967455621,0.046745562
Johnathan Kovacevic,Pidgeot,69.6,18,83,80,75,70,91,0.821192053,0.602649007,0.639072848,0.559602649,0.801324503,17.41948052,1.6,2.5,0.1,1.7,0.668639053,0.579881657,0.821301775,0.526035503,0.873964497
Johnny Gaudreau,Beedrill,28.2,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,19.4175,8.7,-6.7,-1.3,2.6,0.820118343,0.889940828,0.021301775,0.104142012,0.955029586
Jon Merrill,Exeggcute,58.1,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,15.14520548,-4.4,1.2,1.1,-1,0.46035503,0.025443787,0.666272189,0.737278107,0.088757396
Jonah Gadjovich,Paras,57.5,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,8.991428571,0.6,0.7,0,-0.3,0.031952663,0.481656805,0.575147929,0.428994083,0.253254438
Jonas Brodin,Omastar,61.9,139,70,60,125,115,55,0.678807947,0.341059603,0.98013245,0.927152318,0.337748344,22.865,0.2,4.1,2.4,-0.1,0.959763314,0.421893491,0.918934911,0.866863905,0.340828402
Jonas Rondbjerg,Horsea,92.5,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,10.16923077,-1.9,0.9,0.2,-0.1,0.080473373,0.138461538,0.60887574,0.573964497,0.340828402
Jonas Siegenthaler,Nidorina,34.2,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,20.15375,-1.2,2.9,-0.3,0.6,0.866272189,0.198816568,0.853254438,0.250887574,0.638461538
Jonatan Berggren,Cloyster,53.1,91,50,95,180,85,70,0.321192053,0.804635762,1,0.715231788,0.536423841,13.45970149,3.8,1.3,2.6,0.2,0.318343195,0.737278107,0.686982249,0.880473373,0.480473373
Jonathan Drouin,Psyduck,76,54,50,52,48,50,55,0.321192053,0.261589404,0.218543046,0.294701987,0.337748344,14.90862069,-1.1,-2.4,-0.8,0,0.437869822,0.21183432,0.141420118,0.159171598,0.392307692
Jonathan Huberdeau,Ninetales,75.4,38,73,76,75,100,100,0.701986755,0.562913907,0.639072848,0.844370861,0.880794702,16.86455696,0.8,1.4,1.2,0.9,0.618934911,0.505325444,0.701183432,0.749112426,0.732544379
Jonathan Marchessault,Exeggutor,65.5,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,17.14078947,6.1,1.4,4.7,-0.1,0.647337278,0.834319527,0.701183432,0.955621302,0.340828402
Jonathan Toews,Drowzee,57.9,96,60,48,45,90,42,0.476821192,0.19205298,0.185430464,0.758278146,0.185430464,17.70754717,-0.4,-3.8,3.7,-0.9,0.698224852,0.314201183,0.079881657,0.926627219,0.10295858
Jonny Brodzinski,Squirtle,66.9,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,9.317647059,-1.2,1.1,0,-0.5,0.044970414,0.198816568,0.644970414,0.428994083,0.18816568
Joona Koppanen,Squirtle,76.9,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,10.82,-0.2,0.3,-0.1,-0.3,0.124260355,0.346745562,0.493491124,0.336094675,0.253254438
Joona Luoto,Wartortle,74,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,12.47142857,0.2,0.9,0,0,0.243786982,0.421893491,0.60887574,0.428994083,0.392307692
Jordan Eberle,Weepinbell,56.1,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,16.68414634,8.7,-2.4,0.9,-1.4,0.6,0.889940828,0.141420118,0.715976331,0.046745562
Jordan Greenway,Exeggcute,64.8,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,13.50483871,-5.5,1.5,0.3,-0.2,0.323076923,0.010059172,0.718343195,0.600591716,0.293491124
Jordan Gross,Persian,58.5,53,65,70,60,65,115,0.602649007,0.496688742,0.430463576,0.490066225,0.956953642,18.78,1.1,-1.4,0.1,1.1,0.775147929,0.537869822,0.219526627,0.526035503,0.782840237
Jordan Harris,Ninetales,90.6,38,73,76,75,100,100,0.701986755,0.562913907,0.639072848,0.844370861,0.880794702,18.65230769,2.1,1,2.7,1.4,0.763313609,0.622485207,0.626627219,0.88816568,0.830769231
Jordan Kyrou,Weepinbell,58.3,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,18.00379747,8.3,-3.3,4,0,0.718343195,0.878106509,0.1,0.937869822,0.392307692
Jordan Martinook,Parasect,74.6,47,60,95,80,80,30,0.476821192,0.804635762,0.715231788,0.655629139,0.062913907,15.63292683,2.3,2.8,0.4,-1.6,0.494674556,0.637869822,0.846745562,0.626627219,0.027810651
Jordan Oesterle,Butterfree,80.1,12,60,45,50,80,70,0.476821192,0.142384106,0.264900662,0.655629139,0.536423841,15.65576923,-1.9,-2.4,0.2,0.6,0.495857988,0.138461538,0.141420118,0.573964497,0.638461538
Jordan Spence,Wartortle,74.9,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,14,0.1,1,0,0.4,0.356213018,0.408284024,0.626627219,0.428994083,0.556213018
Jordan Staal,Graveler,75.1,75,55,95,115,45,35,0.387417219,0.804635762,0.953642384,0.221854305,0.105960265,16.26790123,4.6,6.2,-1.5,-1,0.549112426,0.776331361,0.976331361,0.086982249,0.088757396
Jordie Benn,Venonat,59.6,48,60,55,50,40,45,0.476821192,0.28807947,0.264900662,0.165562914,0.225165563,15.8,-0.7,0.7,-0.7,-0.6,0.514792899,0.275739645,0.575147929,0.183431953,0.160946746
Josh Anderson,Weepinbell,45.8,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,16.95942029,7.2,-6.5,1.7,-1.5,0.626035503,0.861538462,0.022485207,0.820710059,0.038461538
Josh Archibald,Seadra,43.4,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,9.977419355,1.1,4.5,0.7,2.1,0.066272189,0.537869822,0.933136095,0.682840237,0.925443787
Josh Bailey,Beedrill,81,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,15.1328125,1.6,-5.6,-0.6,0.5,0.459171598,0.579881657,0.036686391,0.204733728,0.595266272
Josh Brown,Caterpie,65,10,45,30,35,20,45,0.254966887,0.043046358,0.089403974,0.013245033,0.225165563,15.76323529,-2.2,-6.4,-2.6,-0.2,0.510059172,0.118343195,0.023668639,0.034911243,0.293491124
Josh Dunne,Charmander,70.5,4,39,52,43,50,65,0.132450331,0.261589404,0.152317881,0.294701987,0.466887417,9.9625,-0.8,-0.6,0,0,0.065088757,0.258579882,0.332544379,0.428994083,0.392307692
Josh Leivo,Onix,76.6,95,35,45,160,30,70,0.099337748,0.142384106,0.993377483,0.069536424,0.536423841,11.89215686,-1.1,4.3,-0.7,0.6,0.19408284,0.21183432,0.924852071,0.183431953,0.638461538
Josh Mahura,Kingler,77.6,99,55,130,115,50,75,0.387417219,0.983443709,0.953642384,0.294701987,0.59602649,14.03902439,5.5,4.5,-0.3,0.7,0.359763314,0.811242604,0.933136095,0.264497041,0.681656805
Josh Manson,Gloom,57.7,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,17.68888889,1.3,-0.3,0.9,-0.9,0.69704142,0.559763314,0.378106509,0.715976331,0.10295858
Josh Morrissey,Magmar,25.9,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,24.23076923,16,-3.8,2.6,1.8,0.984615385,0.976331361,0.079881657,0.880473373,0.89112426
Josh Norris,Golbat,87.6,42,75,80,70,75,90,0.718543046,0.602649007,0.586092715,0.609271523,0.761589404,17.9875,1.3,0.7,0.1,0.8,0.717159763,0.559763314,0.575147929,0.5,0.707692308
Jujhar Khaira,Koffing,58.8,109,40,65,95,60,35,0.178807947,0.430463576,0.844370861,0.42384106,0.105960265,13.87843137,-0.5,3.6,0.6,-1,0.35147929,0.303550296,0.898816568,0.662130178,0.088757396
Julien Gauthier,Dugtrio,69.7,51,35,80,50,70,120,0.099337748,0.602649007,0.264900662,0.559602649,0.970198675,8.635087719,5,-1,0,1.9,0.022485207,0.792307692,0.266272189,0.428994083,0.904142012
Juraj Slafkovsky,Squirtle,79.7,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,12.21538462,-1,-0.2,-0.2,-1.4,0.226035503,0.231360947,0.398224852,0.29704142,0.046745562
Justin Barron,Ivysaur,58.6,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,16.3025641,0.4,-1.7,1.2,0.3,0.556213018,0.452071006,0.195266272,0.756804734,0.520710059
Justin Braun,Exeggcute,55,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,14.98431373,-4.1,1.8,0.1,0.2,0.447337278,0.031952663,0.750295858,0.526035503,0.480473373
Justin Danforth,Farfetch'd,74.8,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,13.38333333,1.2,0,0.1,0.2,0.314792899,0.54852071,0.441420118,0.526035503,0.480473373
Justin Faulk,Weepinbell,42.2,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,23.37682927,3,-5.3,0.5,0,0.966863905,0.692307692,0.046153846,0.646153846,0.392307692
Justin Holl,Dewgong,53.4,87,90,70,80,95,70,0.864238411,0.496688742,0.715231788,0.78807947,0.536423841,20.2425,-1,2.5,0.7,0.9,0.873372781,0.231360947,0.821301775,0.682840237,0.732544379
Justin Kirkland,Goldeen,61.9,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,7.214285714,0.4,0.5,0,0.2,0.00591716,0.452071006,0.535502959,0.428994083,0.480473373
Justin Schultz,Porygon,59.6,137,65,60,70,75,40,0.602649007,0.341059603,0.586092715,0.609271523,0.152317881,17.79041096,-1.5,0,1.5,-1.3,0.706508876,0.170414201,0.441420118,0.788757396,0.055029586
Juuso Parssinen,Raticate,72.6,20,55,81,60,50,97,0.387417219,0.642384106,0.430463576,0.294701987,0.847682119,14.33333333,1.3,0.8,0,1.2,0.389349112,0.559763314,0.593491124,0.428994083,0.798816568
Juuso Valimaki,Rhyhorn,65.6,111,80,85,95,30,25,0.778145695,0.715231788,0.844370861,0.069536424,0.033112583,18.17564103,1,8.2,-0.6,-1,0.731360947,0.527218935,0.991715976,0.195266272,0.088757396
K'Andre Miller,Exeggutor,87.2,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,21.95696203,4,1.5,2.5,-0.2,0.942011834,0.74852071,0.718343195,0.873372781,0.293491124
Kaapo Kakko,Dodrio,76.3,85,60,110,70,60,100,0.476821192,0.92384106,0.586092715,0.42384106,0.880794702,15.30731707,8.2,1.3,-0.3,1.8,0.473964497,0.875739645,0.686982249,0.250887574,0.89112426
Kaedan Korczak,Golbat,78.1,42,75,80,70,75,90,0.718543046,0.602649007,0.586092715,0.609271523,0.761589404,17.57,0.6,0.8,0.1,0.6,0.686390533,0.481656805,0.593491124,0.526035503,0.638461538
Kaiden Guhle,Poliwhirl,26.8,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,20.51590909,-1.1,2.4,-2.8,0.8,0.886390533,0.21183432,0.810650888,0.030769231,0.707692308
Kailer Yamamoto,Venusaur,74,3,80,82,83,100,80,0.778145695,0.655629139,0.748344371,0.844370861,0.649006623,16.57758621,3.2,1.2,1.4,0.6,0.590532544,0.708284024,0.666272189,0.778106509,0.638461538
Kale Clague,Farfetch'd,85.5,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,15.1030303,-0.1,-0.3,0,-0.1,0.45443787,0.371005917,0.378106509,0.428994083,0.340828402
Karson Kuhlman,Staryu,80.2,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,11.85319149,-1.5,0,0.1,0.9,0.191715976,0.170414201,0.441420118,0.526035503,0.732544379
Kasperi Kapanen,Bellsprout,58.5,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,13.68333333,4.4,-4.6,0.9,-0.1,0.337278107,0.767455621,0.061538462,0.708284024,0.340828402
Keegan Kolesar,Kabuto,65.3,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,11.47432432,2.7,2.2,0,0.2,0.158579882,0.671005917,0.79112426,0.428994083,0.480473373
Kent Johnson,Raichu,65,26,60,90,55,90,100,0.476821192,0.754966887,0.341059603,0.758278146,0.880794702,14.5164557,1.1,-0.2,1.6,0.9,0.402366864,0.537869822,0.398224852,0.808284024,0.732544379
Kevin Bahl,Gloom,70.1,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,14.02142857,2.1,0.6,1.6,-0.8,0.35739645,0.622485207,0.555621302,0.808284024,0.120118343
Kevin Fiala,Weepinbell,82,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,17.5942029,2.9,-2.2,0.6,-0.2,0.687573964,0.683431953,0.159763314,0.662130178,0.293491124
Kevin Gravel,Butterfree,71.4,12,60,45,50,80,70,0.476821192,0.142384106,0.264900662,0.655629139,0.536423841,14.26956522,-2.8,0,0.3,0.6,0.383431953,0.078698225,0.441420118,0.600591716,0.638461538
Kevin Hayes,Jynx,62.1,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,17.5617284,0.3,-2.8,2.4,0.6,0.685207101,0.437278107,0.118343195,0.866863905,0.638461538
Kevin Labanc,Graveler,65.1,75,55,95,115,45,35,0.387417219,0.804635762,0.953642384,0.221854305,0.105960265,14.32638889,9.7,1.7,-1.2,-2.6,0.38816568,0.918343195,0.742011834,0.113609467,0.003550296
Kevin Rooney,Staryu,75.6,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,8.864705882,-1.1,0.5,0.1,0.7,0.027218935,0.21183432,0.535502959,0.526035503,0.681656805
Kevin Shattenkirk,Rhyhorn,62.8,111,80,85,95,30,25,0.778145695,0.715231788,0.844370861,0.069536424,0.033112583,19.27333333,1,2.4,-0.2,-1.9,0.803550296,0.527218935,0.810650888,0.29704142,0.015384615
Kevin Stenlund,Cubone,78.2,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,11.63333333,-2,3.4,-1.2,-0.8,0.172781065,0.129585799,0.885798817,0.110059172,0.120118343
Kiefer Sherwood,Gloom,82,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,13.590625,0.3,1,0.5,-0.7,0.330177515,0.437278107,0.626627219,0.646153846,0.139053254
Kieffer Bellows,Goldeen,70.4,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,9.689285714,0.4,0.4,-0.2,0.4,0.052071006,0.452071006,0.513017751,0.29704142,0.556213018
Kirby Dach,Venusaur,75.2,3,80,82,83,100,80,0.778145695,0.655629139,0.748344371,0.844370861,0.649006623,18.49482759,2.6,2.4,4.7,0.2,0.74556213,0.66035503,0.810650888,0.955621302,0.480473373
Kirill Kaprizov,Mewtwo,82.1,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,21.10895522,7.9,4.8,6.2,2.8,0.911242604,0.868047337,0.950295858,0.972781065,0.966272189
Kirill Marchenko,Venusaur,61.6,3,80,82,83,100,80,0.778145695,0.655629139,0.748344371,0.844370861,0.649006623,16.18983051,5.9,1.5,3.2,0.8,0.542011834,0.827810651,0.718343195,0.910059172,0.707692308
Klim Kostin,Ponyta,68.4,77,50,85,55,65,90,0.321192053,0.715231788,0.341059603,0.490066225,0.761589404,10.05964912,4.3,-0.5,0,1.1,0.073372781,0.762721893,0.346153846,0.428994083,0.782840237
Kris Letang,Tentacruel,35.6,73,80,70,65,120,100,0.778145695,0.496688742,0.503311258,0.947019868,0.880794702,24.8578125,4.1,-2,8.4,1.1,0.989349112,0.753846154,0.169822485,0.991715976,0.782840237
Kurtis MacDermid,Paras,64.6,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,8.331818182,0.1,-1.8,0.2,-1.9,0.015384615,0.408284024,0.186390533,0.573964497,0.015384615
Kyle Burroughs,Dewgong,68.9,87,90,70,80,95,70,0.864238411,0.496688742,0.715231788,0.78807947,0.536423841,17.3625,0,1.4,1.2,0.6,0.657988166,0.390532544,0.701183432,0.749112426,0.638461538
Kyle Capobianco,Goldeen,74.2,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,12.32857143,1.4,0.8,-0.1,-0.1,0.234319527,0.568047337,0.593491124,0.336094675,0.340828402
Kyle Connor,Seaking,44.7,119,80,92,65,80,68,0.778145695,0.778145695,0.503311258,0.655629139,0.496688742,20.52926829,8.4,-2.7,0.4,0.5,0.887573964,0.879881657,0.123076923,0.626627219,0.595266272
Kyle Okposo,Onix,51.3,95,35,45,160,30,70,0.099337748,0.142384106,0.993377483,0.069536424,0.536423841,14.668,-3.9,2.7,-1.4,0.2,0.420118343,0.035502959,0.839053254,0.092899408,0.480473373
Kyle Palmieri,Beedrill,57.7,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,17.09818182,7,-1.3,-1,1,0.640236686,0.85739645,0.228402367,0.131952663,0.761538462
Lane Pederson,Paras,71.8,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,11.92592593,2,-1.4,-0.1,-0.6,0.198816568,0.615384615,0.219526627,0.336094675,0.160946746
Lars Eller,Exeggcute,56,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,14.79166667,-1.8,3.8,0.6,-2,0.431952663,0.14556213,0.906508876,0.662130178,0.010650888
Laurent Dauphin,Squirtle,70.6,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,10.45714286,-0.2,0.4,0,-0.6,0.100591716,0.346745562,0.513017751,0.428994083,0.160946746
Lawrence Pilut,Seadra,65.5,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,12.84705882,0.4,1,0.6,0.9,0.271005917,0.452071006,0.626627219,0.662130178,0.732544379
Lawson Crouse,Machoke,66.2,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,17.75714286,7.4,0.7,-1.1,-1.6,0.701775148,0.862721893,0.575147929,0.120118343,0.027810651
Leon Draisaitl,Magmar,25.2,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,21.73375,13.6,-3.2,21.8,2.1,0.933727811,0.963313609,0.105325444,1,0.925443787
Liam Foudy,Poliwag,65.8,60,40,50,40,40,90,0.178807947,0.231788079,0.132450331,0.165562914,0.761589404,12.13548387,0.3,-0.8,-0.4,0.9,0.216568047,0.437278107,0.297633136,0.238461538,0.732544379
Liam O'Brien,Omanyte,86.3,138,35,40,100,90,35,0.099337748,0.089403974,0.894039735,0.758278146,0.105960265,11.41785714,-2.5,2.2,1.7,-1.2,0.156213018,0.099408284,0.79112426,0.815976331,0.061538462
Libor Hajek,Squirtle,77.1,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,13.25625,-0.7,0.3,0,-0.2,0.301775148,0.275739645,0.493491124,0.428994083,0.293491124
Logan Brown,Ditto,72.6,132,48,48,48,48,48,0.284768212,0.19205298,0.218543046,0.245033113,0.258278146,10.40333333,-1.6,-0.6,-0.2,-0.2,0.095857988,0.159763314,0.332544379,0.29704142,0.293491124
Logan Couture,Grimer,64,88,80,80,50,40,25,0.778145695,0.602649007,0.264900662,0.165562914,0.033112583,19.13170732,6.6,-1.8,-0.7,-0.6,0.79408284,0.850295858,0.186390533,0.183431953,0.160946746
Logan O'Connor,Omanyte,61,138,35,40,100,90,35,0.099337748,0.089403974,0.894039735,0.758278146,0.105960265,14.20487805,-2.3,4.5,1.9,-0.4,0.373964497,0.113017751,0.933136095,0.837278107,0.219526627
Logan Stanley,Bellsprout,72.6,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,13.71578947,0.3,-1.4,0.9,-0.6,0.33964497,0.437278107,0.219526627,0.715976331,0.160946746
Lucas Raymond,Jynx,79.9,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,17.37567568,-0.6,-1.8,2.8,1.9,0.662721893,0.292307692,0.186390533,0.891715976,0.904142012
Lukas Reichel,Machoke,58.8,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,16.36521739,3.4,0.3,-0.9,-0.1,0.563313609,0.721301775,0.493491124,0.144378698,0.340828402
Lukas Sedlak,Kabuto,63.7,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,12.20333333,1.2,1.9,-0.8,0.4,0.223668639,0.54852071,0.762721893,0.159171598,0.556213018
Luke Evangelista,Beedrill,71.3,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,16.575,4.5,-0.8,-0.5,0.4,0.589349112,0.772189349,0.297633136,0.220118343,0.556213018
Luke Glendening,Staryu,70.3,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,12.06285714,-5.5,-0.1,0.4,1.2,0.204733728,0.010059172,0.418343195,0.626627219,0.798816568
Luke Kunin,Nidoran (F),83.4,29,55,47,52,40,41,0.387417219,0.178807947,0.298013245,0.165562914,0.178807947,15.43870968,-2.4,-0.2,-0.6,-0.6,0.480473373,0.107100592,0.398224852,0.195266272,0.160946746
Luke Schenn,Venonat,61.3,48,60,55,50,40,45,0.476821192,0.28807947,0.264900662,0.165562914,0.225165563,16.35428571,-0.1,-3.4,-1.3,-2.2,0.562130178,0.371005917,0.095266272,0.104142012,0.005325444
Mac Hollowell,Dratini,83.5,147,41,64,45,50,50,0.225165563,0.387417219,0.185430464,0.294701987,0.284768212,12.93333333,-0.1,-2.2,0,-0.1,0.278106509,0.371005917,0.159763314,0.428994083,0.340828402
