Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xPPO_GAR_scale,xSHD_GAR_scale,Pens_GAR_scale
Patrick Brown,Nosepass,72,299,30,45,135,45,90,30,0.039845758,0.179948586,0.966580977,0.254498715,0.823907455,0.096401028,11.37704918,-2,3,0,0.4,-1,0.153846154,0.129585799,0.860946746,0.461538462,0.795266272,0.088757396
Patrick Kane,Grimer,43.7,88,80,80,50,40,50,25,0.764781491,0.620822622,0.290488432,0.185089974,0.277634961,0.059125964,19.3109589,3.8,-7.9,-3.2,0,-0.2,0.807100592,0.737278107,0.013017751,0.001775148,0.463905325,0.293491124
Patrick Maroon,Togepi,82.9,175,35,20,65,40,65,20,0.073264781,0.023136247,0.516709512,0.185089974,0.51285347,0.03470437,10.35,-1.3,0.6,-0.1,0,-1.5,0.093491124,0.191715976,0.555621302,0.237869822,0.463905325,0.038461538
Patrik Laine,Exeggutor,82.6,103,95,95,85,125,65,55,0.88688946,0.807197943,0.759640103,0.973007712,0.51285347,0.403598972,19.12,8.1,1.5,2.8,0,0.3,0.792899408,0.872189349,0.718343195,0.9,0.463905325,0.520710059
Patrik Nemeth,Spheal,52.4,363,70,40,50,55,50,25,0.633676093,0.12596401,0.290488432,0.377892031,0.277634961,0.059125964,17.772,-6.2,-1.4,0,-4.8,-0.2,0.70295858,0.00591716,0.219526627,0.461538462,0.001183432,0.293491124
Paul Cotter,Anorith,60.3,347,45,95,50,40,50,75,0.210796915,0.807197943,0.290488432,0.185089974,0.277634961,0.656812339,12.82727273,3.2,-5.2,-0.1,0,1,0.269822485,0.708284024,0.047928994,0.237869822,0.463905325,0.761538462
Paul Stastny,Combusken,62.9,256,60,85,60,85,60,55,0.44344473,0.708226221,0.438303342,0.741645244,0.429305913,0.403598972,11.86986301,3.1,-1.3,0.5,0,0,0.192899408,0.701775148,0.228402367,0.74556213,0.463905325,0.392307692
Pavel Buchnevich,Cacturne,65.1,332,70,115,60,115,60,55,0.633676093,0.920308483,0.438303342,0.955012853,0.429305913,0.403598972,19.45238095,13.5,-0.1,3.7,0,-0.6,0.822485207,0.96035503,0.418343195,0.929585799,0.463905325,0.160946746
Pavel Dorofeyev,Combusken,82.4,256,60,85,60,85,60,55,0.44344473,0.708226221,0.438303342,0.741645244,0.429305913,0.403598972,14.22777778,1.3,0.4,0.9,0,0.1,0.378698225,0.559763314,0.513017751,0.79408284,0.463905325,0.437278107
Pavel Zacha,Hitmonlee,66.8,106,50,120,53,35,110,87,0.287917738,0.935732648,0.33033419,0.116966581,0.935732648,0.784061697,16.05731707,11,0.1,-0.7,2.3,0.7,0.533727811,0.937278107,0.463313609,0.087573964,0.973964497,0.681656805
Pavol Regenda,Vulpix,68.1,37,38,41,40,50,65,65,0.095115681,0.150385604,0.152956298,0.318766067,0.51285347,0.529562982,10.54285714,-0.1,-0.9,-0.1,0,0.6,0.105325444,0.371005917,0.279881657,0.237869822,0.463905325,0.638461538
Peyton Krebs,Beldum,58.2,374,40,55,80,35,60,30,0.138817481,0.304627249,0.705655527,0.116966581,0.429305913,0.096401028,13.84324324,-1,2.7,-0.7,0.1,-0.7,0.346745562,0.231360947,0.839053254,0.087573964,0.678698225,0.139053254
Phil Kessel,Trapinch,62.3,328,45,100,45,45,45,10,0.210796915,0.848329049,0.21722365,0.254498715,0.20437018,0.005141388,12.80365854,6.4,-5.4,-0.3,0,-1.4,0.268639053,0.84556213,0.044378698,0.159763314,0.463905325,0.046745562
Philip Broberg,Deoxys (Defense Forme),63.1,386D,50,70,160,70,160,90,0.287917738,0.492287918,0.985861183,0.587403599,0.994858612,0.80848329,12.60434783,1.8,2,0.1,0.4,1,0.255621302,0.601775148,0.773964497,0.673372781,0.795266272,0.761538462
Philip Tomasino,Plusle,61.9,311,60,50,40,85,75,95,0.44344473,0.251928021,0.152956298,0.741645244,0.641388175,0.857326478,15.59354839,-2.6,-0.8,3.1,0,2,0.488757396,0.092307692,0.297633136,0.913609467,0.463905325,0.914792899
Philipp Kurashev,Beedrill,43.4,15,65,80,40,45,80,75,0.551413882,0.620822622,0.152956298,0.254498715,0.710796915,0.656812339,17.41714286,0.2,-7.6,-2.7,0.4,2.2,0.667455621,0.421893491,0.015384615,0.004733728,0.795266272,0.932544379
Philippe Myers,Sableye,85.4,302,50,75,75,65,65,50,0.287917738,0.559125964,0.638817481,0.528277635,0.51285347,0.33033419,11.54545455,1.7,1.3,0,0,0,0.164497041,0.59112426,0.686982249,0.461538462,0.463905325,0.392307692
Phillip Danault,Crawdaunt,58.7,342,63,120,85,90,55,55,0.505141388,0.935732648,0.759640103,0.786632391,0.357326478,0.403598972,18.33170732,4.9,2.5,1.9,-0.3,0.4,0.736094675,0.78816568,0.821301775,0.863313609,0.214792899,0.556213018
Phillip Di Giuseppe,Parasect,79.2,47,60,95,80,60,80,30,0.44344473,0.807197943,0.705655527,0.447300771,0.710796915,0.096401028,14.57,2.7,2.2,0,0.6,-0.6,0.409467456,0.671005917,0.79112426,0.461538462,0.831360947,0.160946746
Pierre Engvall,Hitmontop,65.6,237,50,95,95,35,110,70,0.287917738,0.807197943,0.834190231,0.116966581,0.935732648,0.606683805,13.63684211,11.1,2.3,-0.8,1,-0.1,0.332544379,0.938461538,0.800591716,0.073964497,0.878698225,0.340828402
Pierre-Edouard Bellemare,Electrike,80,309,40,45,40,65,40,65,0.138817481,0.179948586,0.152956298,0.528277635,0.145244216,0.529562982,11.28219178,-2.6,-0.7,0,-1.3,0.4,0.147928994,0.092307692,0.315976331,0.461538462,0.080473373,0.556213018
Pierre-Luc Dubois,Houndoom,71.5,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,18.45205479,5.6,-1.2,2.5,0,1.8,0.743195266,0.815976331,0.243195266,0.885207101,0.463905325,0.89112426
Pierre-Olivier Joseph,Sunflora,44.7,192,75,75,55,105,85,30,0.70437018,0.559125964,0.359897172,0.912596401,0.777634961,0.096401028,15.24933333,5.5,-3.9,1.5,0.3,-0.6,0.471005917,0.811242604,0.075739645,0.836686391,0.771005917,0.160946746
Pius Suter,Deoxys (Defense Forme),63.3,386D,50,70,160,70,160,90,0.287917738,0.492287918,0.985861183,0.587403599,0.994858612,0.80848329,14.06202532,4.7,4.7,0,2.5,1.2,0.362130178,0.781065089,0.94556213,0.461538462,0.981656805,0.798816568
Pontus Holmberg,Goldeen,75.1,118,45,67,60,35,50,63,0.210796915,0.460154242,0.438303342,0.116966581,0.277634961,0.498714653,10.41891892,0.5,0.3,-0.2,0,0.4,0.09704142,0.467455621,0.493491124,0.18816568,0.463905325,0.556213018
Quinn Hughes,Slaking,17.6,289,150,160,100,95,65,100,0.98714653,0.997429306,0.87403599,0.831619537,0.51285347,0.903598972,25.66153846,0.7,3.9,3.1,-0.9,2.6,0.996449704,0.490532544,0.91183432,0.913609467,0.123668639,0.955029586
Quinton Byfield,Duskull,51.8,355,20,40,90,30,90,25,0.01285347,0.12596401,0.800771208,0.068123393,0.823907455,0.059125964,14.06415094,-4.9,1.8,-0.6,0.1,-0.7,0.363313609,0.017159763,0.750295858,0.104142012,0.678698225,0.139053254
Radek Faksa,Marowak,86.4,105,60,80,110,50,80,45,0.44344473,0.620822622,0.920308483,0.318766067,0.710796915,0.26092545,13.72098765,2.8,7,-0.1,0.1,-0.4,0.340828402,0.678106509,0.982248521,0.237869822,0.678698225,0.219526627
Radim Simek,Corsola,86.9,222,55,55,85,65,85,35,0.359897172,0.304627249,0.759640103,0.528277635,0.777634961,0.14781491,14.625,0.3,2,0,0.4,-0.6,0.414201183,0.437278107,0.773964497,0.461538462,0.795266272,0.160946746
Radim Zohorna,Charmander,69.6,4,39,52,43,60,50,65,0.101542416,0.28277635,0.186375321,0.447300771,0.277634961,0.529562982,8.55,-0.1,-0.4,0,0,0.3,0.020118343,0.371005917,0.359763314,0.461538462,0.463905325,0.520710059
Radko Gudas,Exeggcute,41.3,102,60,40,80,60,45,40,0.44344473,0.12596401,0.705655527,0.447300771,0.20437018,0.195372751,17.36944444,0.1,4.9,0,-1.5,-1.4,0.661538462,0.408284024,0.955029586,0.461538462,0.063313609,0.046745562
Rafael Harvey-Pinard,Seadra,45.8,117,55,65,95,95,45,85,0.359897172,0.433161954,0.834190231,0.831619537,0.20437018,0.757069409,17.22941176,3.6,1.4,1.1,-1.1,1,0.653254438,0.727810651,0.701183432,0.814201183,0.099408284,0.761538462
Rasmus Andersson,Shiftry,57.4,275,90,100,60,90,60,80,0.844473008,0.848329049,0.438303342,0.786632391,0.429305913,0.700514139,24.08860759,5.2,-1.1,0.8,-0.2,2,0.981065089,0.799408284,0.256804734,0.783431953,0.241420118,0.914792899
Rasmus Asplund,Staryu,83.9,120,30,45,55,70,55,85,0.039845758,0.179948586,0.359897172,0.587403599,0.357326478,0.757069409,10.96304348,-1.5,-0.3,0,-0.1,0.9,0.133727811,0.170414201,0.378106509,0.461538462,0.271597633,0.732544379
Rasmus Dahlin,Exeggutor,42.7,103,95,95,85,125,65,55,0.88688946,0.807197943,0.759640103,0.973007712,0.51285347,0.403598972,25.77692308,9.4,5.7,4.8,-0.2,-0.8,0.997633136,0.91183432,0.971597633,0.962721893,0.241420118,0.120118343
Rasmus Kupari,Ledian,54.9,166,55,35,50,55,110,85,0.359897172,0.088688946,0.290488432,0.377892031,0.935732648,0.757069409,10.0969697,-1.2,0.1,0,0.9,0.6,0.075739645,0.198816568,0.463313609,0.461538462,0.868639053,0.638461538
Rasmus Ristolainen,Omastar,46.3,139,70,60,125,115,70,55,0.633676093,0.356041131,0.951156812,0.955012853,0.580976864,0.403598972,19.02432432,-3.1,6,0.8,0,-0.5,0.789349112,0.065680473,0.975147929,0.783431953,0.463905325,0.18816568
Rasmus Sandin,Houndoom,59.5,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,19.32676056,12.2,-4.3,0.7,0.1,1.6,0.809467456,0.946153846,0.068639053,0.771597633,0.678698225,0.859171598
Reese Johnson,Bulbasaur,69.4,1,45,49,49,65,65,45,0.210796915,0.224935733,0.254498715,0.528277635,0.51285347,0.26092545,11.0122807,-2.7,-0.6,0,0.1,0,0.136094675,0.085798817,0.332544379,0.461538462,0.678698225,0.392307692
Reilly Smith,Flareon,57.8,136,65,130,60,95,110,65,0.551413882,0.966580977,0.438303342,0.831619537,0.935732648,0.529562982,16.96923077,3,-1.3,1.4,0.7,0.3,0.629585799,0.692307692,0.228402367,0.829585799,0.846745562,0.520710059
Rem Pitlick,Spinarak,71.9,167,40,60,40,40,40,30,0.138817481,0.356041131,0.152956298,0.185089974,0.145244216,0.096401028,12.92173913,0.8,-7.1,-0.1,-0.6,-0.5,0.276923077,0.505325444,0.020118343,0.237869822,0.168047337,0.18816568
Rickard Rakell,Houndoom,64.6,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,18.43780488,4.8,-2.7,3.9,0,1,0.742011834,0.784615385,0.123076923,0.934911243,0.463905325,0.761538462
Ridly Greig,Beldum,55.9,374,40,55,80,35,60,30,0.138817481,0.304627249,0.705655527,0.116966581,0.429305913,0.096401028,12.9,1.1,1.1,-0.2,0.1,-0.9,0.272189349,0.537869822,0.644970414,0.18816568,0.678698225,0.10295858
Riley Stillman,Growlithe,74.9,58,55,70,45,70,50,60,0.359897172,0.492287918,0.21722365,0.587403599,0.277634961,0.466580977,14.642,1.1,-2.2,0,0,0.1,0.415384615,0.537869822,0.159763314,0.461538462,0.463905325,0.437278107
Robby Fabbri,Flaaffy,73.4,180,70,55,55,80,60,45,0.633676093,0.304627249,0.359897172,0.686375321,0.429305913,0.26092545,15.99642857,-2.1,-1.2,0.6,0,-0.2,0.527810651,0.123076923,0.243195266,0.75739645,0.463905325,0.293491124
Robert Bortuzzo,Koffing,77.2,109,40,65,95,60,45,35,0.138817481,0.433161954,0.834190231,0.447300771,0.20437018,0.14781491,12.57906977,0.6,1.9,0,-2.3,-1.1,0.250887574,0.481656805,0.762721893,0.461538462,0.042011834,0.072781065
Robert Hagg,Exeggcute,58.2,102,60,40,80,60,45,40,0.44344473,0.12596401,0.705655527,0.447300771,0.20437018,0.195372751,15.52631579,0.5,1.7,0,-0.7,-0.9,0.485207101,0.467455621,0.742011834,0.461538462,0.153254438,0.10295858
Robert Thomas,Wailord,71.8,321,170,90,45,90,45,60,0.992287918,0.755784062,0.21722365,0.786632391,0.20437018,0.466580977,19.34383562,5.3,-1.2,1.3,-0.1,0.6,0.81183432,0.803550296,0.243195266,0.823668639,0.271597633,0.638461538
Robin Salo,Farfetch'd,73.1,83,52,65,55,58,62,60,0.334190231,0.433161954,0.359897172,0.406169666,0.46529563,0.466580977,11.17272727,1.5,-0.9,0,0,0.1,0.143195266,0.572781065,0.279881657,0.461538462,0.463905325,0.437278107
Roland McKeown,Bulbasaur,89.8,1,45,49,49,65,65,45,0.210796915,0.224935733,0.254498715,0.528277635,0.51285347,0.26092545,12.98333333,-0.6,-1.6,0,0,-0.3,0.284023669,0.292307692,0.201775148,0.461538462,0.463905325,0.253254438
Roman Josi,Raikou,77.4,243,90,85,75,115,100,115,0.844473008,0.708226221,0.638817481,0.955012853,0.890745501,0.962724936,25.16716418,5.9,0.7,4.7,0.9,1.6,0.992899408,0.827810651,0.575147929,0.96035503,0.868639053,0.859171598
Roope Hintz,Flareon,65.6,136,65,130,60,95,110,65,0.551413882,0.966580977,0.438303342,0.831619537,0.935732648,0.529562982,17.55753425,12.9,-1,6.9,2.3,0.7,0.684023669,0.95147929,0.266272189,0.987573964,0.973964497,0.681656805
Ross Colton,Magby,75.8,240,45,75,37,70,55,83,0.210796915,0.559125964,0.124678663,0.587403599,0.357326478,0.730077121,12.35679012,3.1,-2.4,0,0,0.6,0.236686391,0.701775148,0.141420118,0.461538462,0.463905325,0.638461538
Ross Johnston,Squirtle,76,7,44,48,65,50,64,43,0.183804627,0.21722365,0.516709512,0.318766067,0.475578406,0.233933162,7.8,-1.5,0.2,0,0,-0.5,0.010650888,0.170414201,0.479289941,0.461538462,0.463905325,0.18816568
Rourke Chartier,Wartortle,55.4,8,59,63,80,65,80,58,0.390745501,0.392030848,0.705655527,0.528277635,0.710796915,0.435732648,10.33333333,0,0.4,0,0.2,0.4,0.092307692,0.390532544,0.513017751,0.461538462,0.739053254,0.556213018
Rudolfs Balcers,Farfetch'd,69.4,83,52,65,55,58,62,60,0.334190231,0.433161954,0.359897172,0.406169666,0.46529563,0.466580977,10.20588235,0.3,0.2,0,0,0.1,0.085207101,0.437278107,0.479289941,0.461538462,0.463905325,0.437278107
Ryan Carpenter,Oddish,49.5,43,45,50,55,75,65,30,0.210796915,0.251928021,0.359897172,0.643958869,0.51285347,0.096401028,9.15,-0.6,-0.2,0,0.7,-0.7,0.039053254,0.292307692,0.398224852,0.461538462,0.846745562,0.139053254
Ryan Donato,Anorith,79.4,347,45,95,50,40,50,75,0.210796915,0.807197943,0.290488432,0.185089974,0.277634961,0.656812339,11.25633803,4.7,-1.2,-0.2,0,0.5,0.146745562,0.781065089,0.243195266,0.18816568,0.463905325,0.595266272
Ryan Graves,Seaking,43.5,119,80,92,65,65,80,68,0.764781491,0.785347044,0.516709512,0.528277635,0.710796915,0.56940874,19.95128205,5.7,-2.3,0,2.2,0.3,0.852071006,0.820118343,0.15147929,0.461538462,0.970414201,0.520710059
Ryan Hartman,Beedrill,39.8,15,65,80,40,45,80,75,0.551413882,0.620822622,0.152956298,0.254498715,0.710796915,0.656812339,16.28474576,5.3,-1.2,-0.9,0.2,-0.3,0.550295858,0.803550296,0.243195266,0.062721893,0.739053254,0.253254438
Ryan Johansen,Ariados,57.2,168,70,90,70,60,60,40,0.633676093,0.755784062,0.582262211,0.447300771,0.429305913,0.195372751,15.73090909,3.1,0,0.2,0,-1.7,0.507692308,0.701775148,0.441420118,0.70295858,0.463905325,0.019526627
Ryan Lindgren,Lileep,50.7,345,66,41,77,61,87,23,0.59125964,0.150385604,0.659383033,0.48714653,0.800771208,0.047557841,18.85396825,-3.9,3.9,0,1.5,-0.3,0.781065089,0.035502959,0.91183432,0.461538462,0.927218935,0.253254438
Ryan Lomberg,Kecleon,28.7,352,60,90,70,60,120,40,0.44344473,0.755784062,0.582262211,0.447300771,0.960154242,0.195372751,11.30853659,5.1,-2.1,-0.1,0.5,-0.5,0.15147929,0.795857988,0.166863905,0.237869822,0.815384615,0.18816568
Ryan McDonagh,Noctowl,59.6,164,100,50,50,76,96,70,0.92159383,0.251928021,0.290488432,0.66066838,0.868894602,0.606683805,21.52112676,-1.8,-3,0,0.1,0.7,0.926627219,0.14556213,0.113017751,0.461538462,0.678698225,0.681656805
Ryan McLeod,Kecleon,56,352,60,90,70,60,120,40,0.44344473,0.755784062,0.582262211,0.447300771,0.960154242,0.195372751,14.18596491,5.4,1.1,-0.7,1.5,-0.5,0.370414201,0.807692308,0.644970414,0.087573964,0.927218935,0.18816568
Ryan Murray,Lombre,67.6,271,60,50,50,60,70,50,0.44344473,0.251928021,0.290488432,0.447300771,0.580976864,0.33033419,13.12307692,-1.4,0,0,0.3,-0.2,0.293491124,0.184023669,0.441420118,0.461538462,0.771005917,0.293491124
Ryan Nugent-Hopkins,Cacturne,30.3,332,70,115,60,115,60,55,0.633676093,0.920308483,0.438303342,0.955012853,0.429305913,0.403598972,19.79878049,7,1.1,12.3,-3.4,-0.5,0.846153846,0.85739645,0.644970414,0.998816568,0.014792899,0.18816568
Ryan O'Reilly,Sandslash,57.7,28,75,100,110,45,55,65,0.70437018,0.848329049,0.920308483,0.254498715,0.357326478,0.529562982,17.94716981,10,1.3,-0.6,-0.8,0.2,0.715976331,0.926627219,0.686982249,0.104142012,0.138461538,0.480473373
Ryan Poehling,Ledian,52.4,166,55,35,50,55,110,85,0.359897172,0.088688946,0.290488432,0.377892031,0.935732648,0.757069409,11.76981132,-0.1,0.1,0,1.3,1.7,0.183431953,0.371005917,0.463313609,0.461538462,0.90887574,0.873964497
Ryan Pulock,Noctowl,54.5,164,100,50,50,76,96,70,0.92159383,0.251928021,0.290488432,0.66066838,0.868894602,0.606683805,20.90487805,-2,-2.7,0.7,0.8,2,0.901775148,0.129585799,0.123076923,0.771597633,0.859171598,0.914792899
Ryan Reaves,Charmander,76.6,4,39,52,43,60,50,65,0.101542416,0.28277635,0.186375321,0.447300771,0.277634961,0.529562982,9.316438356,-0.2,-1.8,0,0,0.6,0.04260355,0.346745562,0.186390533,0.461538462,0.463905325,0.638461538
Ryan Strome,Grimer,19.8,88,80,80,50,40,50,25,0.764781491,0.620822622,0.290488432,0.185089974,0.277634961,0.059125964,17.0304878,6.3,-13.1,-3.2,0.2,-3.2,0.633136095,0.842011834,0.001183432,0.001775148,0.739053254,0.001183432
Ryan Suter,Regice,62.9,378,80,50,100,100,200,50,0.764781491,0.251928021,0.87403599,0.877892031,0.997429306,0.33033419,20.37926829,-0.8,3.4,0.4,0.7,0.4,0.879289941,0.258579882,0.885798817,0.731360947,0.846745562,0.556213018
Saku Maenalanen,Ledian,67.4,166,55,35,50,55,110,85,0.359897172,0.088688946,0.290488432,0.377892031,0.935732648,0.757069409,10.3328125,-4.9,-1,0,3.1,1,0.09112426,0.017159763,0.266272189,0.461538462,0.996449704,0.761538462
Sam Bennett,Weepinbell,73.3,70,65,90,50,85,45,55,0.551413882,0.755784062,0.290488432,0.741645244,0.20437018,0.403598972,17.40793651,3,-0.7,0.5,-0.2,-0.5,0.666272189,0.692307692,0.315976331,0.74556213,0.241420118,0.18816568
Sam Carrick,Slugma,78.1,218,40,40,40,70,40,20,0.138817481,0.12596401,0.152956298,0.587403599,0.145244216,0.03470437,10.56538462,-2.8,-3.7,0,-1.1,-0.5,0.107692308,0.078698225,0.084023669,0.461538462,0.099408284,0.18816568
Sam Gagner,Goldeen,67.3,118,45,67,60,35,50,63,0.210796915,0.460154242,0.438303342,0.116966581,0.277634961,0.498714653,12.17083333,1.8,-0.4,-0.9,0,-0.1,0.221301775,0.601775148,0.359763314,0.062721893,0.463905325,0.340828402
Sam Lafferty,Drowzee,45.3,96,60,48,45,43,90,42,0.44344473,0.21722365,0.21722365,0.227506427,0.823907455,0.228791774,14.60714286,1.2,-0.1,-0.6,2.7,-0.1,0.41183432,0.54852071,0.418343195,0.104142012,0.985798817,0.340828402
Sam Reinhart,Milotic,54.2,350,95,60,79,100,125,81,0.88688946,0.356041131,0.673521851,0.877892031,0.967866324,0.72622108,19.78170732,-1.5,4.8,6.2,1.5,1.8,0.843786982,0.170414201,0.950295858,0.980473373,0.927218935,0.89112426
Sam Steel,Snubbull,64.9,209,60,80,50,40,40,30,0.44344473,0.620822622,0.290488432,0.185089974,0.145244216,0.096401028,14.96,5.3,0.4,-0.2,-0.1,-0.8,0.44260355,0.803550296,0.513017751,0.18816568,0.271597633,0.120118343
Sammy Blais,Gligar,51.8,207,65,75,105,35,65,85,0.551413882,0.559125964,0.906169666,0.116966581,0.51285347,0.757069409,11.79859155,0.7,1.8,-0.7,0,0.9,0.186982249,0.490532544,0.750295858,0.087573964,0.463905325,0.732544379
Samuel Bolduc,Nidorino,62.3,33,61,72,57,55,55,65,0.498714653,0.525706941,0.390745501,0.377892031,0.357326478,0.529562982,14.4,2.6,-1.3,-0.2,0,0.1,0.39408284,0.66035503,0.228402367,0.18816568,0.463905325,0.437278107
Samuel Fagemo,Charmander,74.3,4,39,52,43,60,50,65,0.101542416,0.28277635,0.186375321,0.447300771,0.277634961,0.529562982,7.855555556,0,-1.1,0,0,0.2,0.01183432,0.390532544,0.256804734,0.461538462,0.463905325,0.480473373
Samuel Girard,Kangaskhan,47.1,115,105,95,80,40,80,90,0.947300771,0.807197943,0.705655527,0.185089974,0.710796915,0.80848329,21.49473684,2.5,-0.2,-0.3,1.6,2.7,0.925443787,0.652071006,0.398224852,0.159763314,0.936686391,0.960946746
Samuel Walker,Staryu,61.4,120,30,45,55,70,55,85,0.039845758,0.179948586,0.359897172,0.587403599,0.357326478,0.757069409,10.6,-0.2,0.8,0,0,0.9,0.112426036,0.346745562,0.593491124,0.461538462,0.463905325,0.732544379
Scott Harrington,Kecleon,63.7,352,60,90,70,60,120,40,0.44344473,0.755784062,0.582262211,0.447300771,0.960154242,0.195372751,16.43555556,1.2,0,0,1.1,-0.1,0.568047337,0.54852071,0.441420118,0.461538462,0.889349112,0.340828402
Scott Laughton,Weepinbell,47.4,70,65,90,50,85,45,55,0.551413882,0.755784062,0.290488432,0.741645244,0.20437018,0.403598972,18.28974359,3.9,-0.5,2,-2.7,-1.1,0.733727811,0.743195266,0.346153846,0.869822485,0.031952663,0.072781065
Scott Mayfield,Shelgon,39.1,372,65,95,100,60,50,50,0.551413882,0.807197943,0.87403599,0.447300771,0.277634961,0.33033419,20.9902439,1.9,4.6,0,-4.2,0,0.904142012,0.609467456,0.940236686,0.461538462,0.004733728,0.392307692
Sean Durzi,Cradily,87.8,346,86,81,97,81,107,43,0.81748072,0.654241645,0.848329049,0.708226221,0.922879177,0.233933162,19.78888889,3,1.6,0.4,0.7,-0.5,0.844970414,0.692307692,0.733727811,0.731360947,0.846745562,0.18816568
Sean Farrell,Eevee,96.1,133,55,55,50,45,65,55,0.359897172,0.304627249,0.290488432,0.254498715,0.51285347,0.403598972,13.86666667,-0.3,-0.8,-0.1,0,0.2,0.350295858,0.326035503,0.297633136,0.237869822,0.463905325,0.480473373
Sean Kuraly,Oddish,56.8,43,45,50,55,75,65,30,0.210796915,0.251928021,0.359897172,0.643958869,0.51285347,0.096401028,15.07323944,-1.8,-0.5,0.1,0.3,-1.3,0.450887574,0.14556213,0.346153846,0.673372781,0.771005917,0.055029586
Sean Monahan,Phanpy,77.9,231,90,60,60,40,40,40,0.844473008,0.356041131,0.438303342,0.185089974,0.145244216,0.195372751,17.368,0.3,0.2,-0.4,-0.4,-0.3,0.66035503,0.437278107,0.479289941,0.138461538,0.192899408,0.253254438
Sean Walker,Weepinbell,76.5,70,65,90,50,85,45,55,0.551413882,0.755784062,0.290488432,0.741645244,0.20437018,0.403598972,14.83571429,2.4,-0.7,0.1,-0.5,-0.3,0.433136095,0.646153846,0.315976331,0.673372781,0.180473373,0.253254438
Sebastian Aho,Salamence,68.9,373,95,135,80,110,80,100,0.88688946,0.985861183,0.705655527,0.935732648,0.710796915,0.903598972,19.49866667,17,0.6,2.8,1.7,2,0.826035503,0.984615385,0.555621302,0.9,0.944970414,0.914792899
Sebastian Aho (D),Tauros,77.5,128,75,100,95,40,70,110,0.70437018,0.848329049,0.834190231,0.185089974,0.580976864,0.948586118,16.76901408,4.7,5.6,-0.7,0.1,2.3,0.607100592,0.781065089,0.968639053,0.087573964,0.678698225,0.939053254
Seth Jarvis,Gligar,76.5,207,65,75,105,35,65,85,0.551413882,0.559125964,0.906169666,0.116966581,0.51285347,0.757069409,16.20731707,1,3,-1.9,0.1,1.7,0.544378698,0.527218935,0.860946746,0.016568047,0.678698225,0.873964497
Seth Jones,Heracross,59.9,214,80,125,75,40,95,85,0.764781491,0.949871465,0.638817481,0.185089974,0.856041131,0.757069409,24.45416667,9.7,-0.1,-0.2,3.1,1.3,0.98816568,0.918343195,0.418343195,0.18816568,0.996449704,0.814792899
Shane Pinto,Tauros,55.3,128,75,100,95,40,70,110,0.70437018,0.848329049,0.834190231,0.185089974,0.580976864,0.948586118,15.97926829,4.1,2.4,-0.7,1.1,2.3,0.524260355,0.753846154,0.810650888,0.087573964,0.889349112,0.939053254
Shane Wright,Farfetch'd,61.5,83,52,65,55,58,62,60,0.334190231,0.433161954,0.359897172,0.406169666,0.46529563,0.466580977,8.4875,0.7,-0.1,0,0,0,0.018934911,0.490532544,0.418343195,0.461538462,0.463905325,0.392307692
Shayne Gostisbehere,Charizard,75.9,6,78,84,78,109,85,100,0.727506427,0.678663239,0.665809769,0.924164524,0.777634961,0.903598972,20.816,1.7,1,2.9,0.1,4,0.900591716,0.59112426,0.626627219,0.904142012,0.678698225,0.98816568
Shea Theodore,Shiftry,93,275,90,100,60,90,60,80,0.844473008,0.848329049,0.438303342,0.786632391,0.429305913,0.700514139,21.43272727,6.3,0.4,1,0,0.7,0.923076923,0.842011834,0.513017751,0.806508876,0.463905325,0.681656805
Sheldon Dries,Houndour,70,228,45,60,30,80,50,65,0.210796915,0.356041131,0.053984576,0.686375321,0.277634961,0.529562982,11.53174603,0,-1.4,1.9,-0.3,0.6,0.162130178,0.390532544,0.219526627,0.863313609,0.214792899,0.638461538
Sidney Crosby,Entei,73.4,244,115,115,85,90,75,100,0.967866324,0.920308483,0.759640103,0.786632391,0.641388175,0.903598972,20.14390244,13.3,1.2,2.6,0,2.5,0.863905325,0.956804734,0.666272189,0.89112426,0.463905325,0.947928994
Simon Benoit,Jigglypuff,61,39,115,45,20,45,25,20,0.967866324,0.179948586,0.0218509,0.254498715,0.030848329,0.03470437,19.35,-3.5,-5.8,0,-1.9,-0.4,0.813017751,0.05443787,0.031952663,0.461538462,0.052071006,0.219526627
Simon Edvinsson,Ariados,66.9,168,70,90,70,60,60,40,0.633676093,0.755784062,0.582262211,0.447300771,0.429305913,0.195372751,17.06666667,1.3,-0.4,0,0,-0.6,0.636686391,0.559763314,0.359763314,0.461538462,0.463905325,0.160946746
Simon Holmstrom,Kabuto,59.2,140,30,80,90,55,45,55,0.039845758,0.620822622,0.800771208,0.377892031,0.20437018,0.403598972,11.098,1,1.5,0,-0.2,0.8,0.138461538,0.527218935,0.718343195,0.461538462,0.241420118,0.707692308
